error_model,detection_outcome,min_err,max_err,avg_err,diff_vals_count,relative_sum
RANDOM_VALUE,FALSE_NEGATIVE,3.33288951992471993435e-13,1.55646606714299196028e-11,7.94897481171119579813e-12,2,1.58979496234223915963e-11
RANDOM_VALUE,FALSE_NEGATIVE,1.32893696047631237889e-13,1.32893696047631237889e-13,1.32893696047631237889e-13,1,1.32893696047631237889e-13
RANDOM_VALUE,FALSE_NEGATIVE,9.17044218340379302390e-14,2.40729658429472692660e-11,1.20823351323906535981e-11,2,2.41646702647813071962e-11
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,1.55431223447521915659e-15,8.88178419700125232339e-16,2,1.77635683940025046468e-15
RANDOM_VALUE,FALSE_NEGATIVE,3.37201666589237447624e-09,7.12003893621471206643e-08,3.72862030140197475703e-08,2,7.45724060280394951405e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.97370240151428788522e-08,5.73893085276111492021e-08,3.85631662713770140272e-08,2,7.71263325427540280543e-08
RANDOM_VALUE,FALSE_NEGATIVE,2.60275800911813348648e-09,2.12749400319012238469e-08,1.19388490205096786667e-08,2,2.38776980410193573334e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.38267923777135592900e-08,4.25995310582294450796e-07,2.19911051480004005043e-07,2,4.39822102960008010086e-07
RANDOM_VALUE,FALSE_NEGATIVE,9.01924845919666040572e-09,2.20674945106136277673e-06,1.10788434976027971857e-06,2,2.21576869952055943713e-06
RANDOM_VALUE,FALSE_NEGATIVE,2.88950863236436816806e-10,1.04106459009045693165e-08,5.34979838207050306664e-09,2,1.06995967641410061333e-08
RANDOM_VALUE,FALSE_NEGATIVE,3.41948691584548214450e-14,6.10955730451223644195e-13,3.22575299804839232820e-13,2,6.45150599609678465640e-13
RANDOM_VALUE,FALSE_NEGATIVE,1.66533453693773481064e-15,1.66533453693773481064e-15,1.66533453693773481064e-15,1,1.66533453693773481064e-15
RANDOM_VALUE,FALSE_NEGATIVE,9.63692203814758840963e-09,1.10279863019258073109e-08,1.03324541700366978603e-08,2,2.06649083400733957205e-08
RANDOM_VALUE,FALSE_NEGATIVE,7.58282325818981917109e-14,1.46616052631998172728e-12,7.70994379450939959497e-13,2,1.54198875890187991899e-12
RANDOM_VALUE,FALSE_NEGATIVE,1.19682042054591875058e-13,1.19682042054591875058e-13,1.19682042054591875058e-13,1,1.19682042054591875058e-13
RANDOM_VALUE,FALSE_NEGATIVE,9.99200722162640886381e-16,1.11022302462515654042e-15,1.05471187339389871340e-15,2,2.10942374678779742680e-15
RANDOM_VALUE,FALSE_NEGATIVE,2.79240213063580711150e-07,3.60896205586769269757e-07,3.20068209325174990454e-07,2,6.40136418650349980908e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.26398343405875834833e-08,9.74386476060296047308e-07,4.98513155200441815396e-07,2,9.97026310400883630791e-07
RANDOM_VALUE,FALSE_NEGATIVE,5.50076038052793592215e-08,1.69333273092320268916e-06,8.74170167364241024188e-07,2,1.74834033472848204838e-06
RANDOM_VALUE,FALSE_NEGATIVE,3.10862446895043831319e-15,3.10862446895043831319e-15,3.10862446895043831319e-15,1,3.10862446895043831319e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,3.55271367880050092936e-15,1.83186799063150829170e-15,2,3.66373598126301658340e-15
RANDOM_VALUE,FALSE_NEGATIVE,3.58318309467975382177e-08,5.78800043449234635773e-08,4.68559176458605008975e-08,2,9.37118352917210017949e-08
RANDOM_VALUE,FALSE_NEGATIVE,2.33146835171282873489e-15,2.33146835171282873489e-15,2.33146835171282873489e-15,1,2.33146835171282873489e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.02140518265514401719e-14,5.07260899951234023320e-13,2.58737475888892731746e-13,2,5.17474951777785463491e-13
RANDOM_VALUE,FALSE_NEGATIVE,5.19584375524573260918e-14,3.85469434149854350835e-13,2.18713935851155838463e-13,2,4.37427871702311676927e-13
RANDOM_VALUE,FALSE_NEGATIVE,4.08820096442497060707e-07,1.31926227031620157959e-06,8.64041183379349320148e-07,2,1.72808236675869864030e-06
RANDOM_VALUE,FALSE_NEGATIVE,1.49625867251756972109e-10,9.74423360666776261496e-07,4.87286493267014009234e-07,2,9.74572986534028018468e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,8.65973959207622101530e-15,4.38538094726936833467e-15,2,8.77076189453873666935e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.03099750958790536970e-11,4.05610042997217590255e-07,2.02810176486156734654e-07,2,4.05620352972313469309e-07
RANDOM_VALUE,FALSE_NEGATIVE,9.76996261670137755573e-15,9.76996261670137755573e-15,9.76996261670137755573e-15,1,9.76996261670137755573e-15
RANDOM_VALUE,FALSE_NEGATIVE,2.33146835171282873489e-15,1.75415237890774733387e-14,9.93649607039515103679e-15,2,1.98729921407903020736e-14
RANDOM_VALUE,FALSE_NEGATIVE,2.88657986402540700510e-15,2.88657986402540700510e-15,2.88657986402540700510e-15,1,2.88657986402540700510e-15
RANDOM_VALUE,FALSE_NEGATIVE,3.22606519276291692222e-09,2.83530304345802619537e-07,1.43378184769282768229e-07,2,2.86756369538565536459e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,2.44249065417534438893e-15,1.33226762955018784851e-15,2,2.66453525910037569702e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.73631997668621806952e-10,5.09106988122454140466e-07,2.54640310060061381137e-07,2,5.09280620120122762273e-07
RANDOM_VALUE,FALSE_NEGATIVE,6.53356231339330406627e-08,3.87166929971538564814e-06,1.96850246142465934440e-06,2,3.93700492284931868880e-06
RANDOM_VALUE,FALSE_NEGATIVE,2.17170725846926870872e-12,5.83487702598972646229e-11,3.02602387591832666658e-11,2,6.05204775183665333316e-11
RANDOM_VALUE,FALSE_NEGATIVE,1.09663389480374462437e-11,1.27864185905934846232e-09,6.44804099003692954284e-10,2,1.28960819800738590857e-09
RANDOM_VALUE,FALSE_NEGATIVE,6.28128660196125565562e-11,5.33449728834511915920e-10,2.98131297427062236238e-10,2,5.96262594854124472477e-10
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,1.33226762955018784851e-15,7.77156117237609578297e-16,2,1.55431223447521915659e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.12056517398428923116e-08,1.12056517398428923116e-08,1.12056517398428923116e-08,1,1.12056517398428923116e-08
RANDOM_VALUE,FALSE_NEGATIVE,8.10462807976364274509e-15,8.10462807976364274509e-15,8.10462807976364274509e-15,1,8.10462807976364274509e-15
RANDOM_VALUE,FALSE_NEGATIVE,8.30251867256492914748e-10,5.07794122306393092003e-08,2.58048320489479010575e-08,2,5.16096640978958021151e-08
RANDOM_VALUE,FALSE_NEGATIVE,4.32986979603811050765e-15,4.32986979603811050765e-15,4.32986979603811050765e-15,1,4.32986979603811050765e-15
RANDOM_VALUE,FALSE_NEGATIVE,2.13162820728030055761e-14,2.54263277099653350888e-12,1.28197452653466825723e-12,2,2.56394905306933651445e-12
RANDOM_VALUE,FALSE_NEGATIVE,1.25595448485782412718e-07,1.25595448485782412718e-07,1.25595448485782412718e-07,1,1.25595448485782412718e-07
RANDOM_VALUE,FALSE_NEGATIVE,6.72143321667206805614e-07,6.72143321667206805614e-07,6.72143321667206805614e-07,1,6.72143321667206805614e-07
RANDOM_VALUE,FALSE_NEGATIVE,9.99200722162640886381e-16,9.99200722162640886381e-16,9.99200722162640886381e-16,1,9.99200722162640886381e-16
RANDOM_VALUE,FALSE_NEGATIVE,3.33066907387546962127e-16,3.33066907387546962127e-16,3.33066907387546962127e-16,1,3.33066907387546962127e-16
RANDOM_VALUE,FALSE_NEGATIVE,2.10313499948711069010e-09,1.17509580732644280943e-07,5.98063578660656958164e-08,2,1.19612715732131391633e-07
RANDOM_VALUE,FALSE_NEGATIVE,4.86516937847625285940e-10,4.57275295406844861645e-09,2.52963494595803695120e-09,2,5.05926989191607390239e-09
RANDOM_VALUE,FALSE_NEGATIVE,7.89747465201884324415e-08,3.41555054572673100211e-07,2.10264900546430766326e-07,2,4.20529801092861532652e-07
RANDOM_VALUE,FALSE_NEGATIVE,9.35368849042106376146e-09,2.75351512701860201560e-07,1.42352600596140632661e-07,2,2.84705201192281265321e-07
RANDOM_VALUE,FALSE_NEGATIVE,4.44089209850062616169e-16,1.09912079437890497502e-13,5.51780843238702800591e-14,2,1.10356168647740560118e-13
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,2.66453525910037569702e-15,1.38777878078144567553e-15,2,2.77555756156289135106e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.07632547319269633590e-09,1.54699655752210674109e-07,7.78879906127016852224e-08,2,1.55775981225403370445e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.51212375953946320806e-13,4.94471130707552219974e-12,2.54796184151473426027e-12,2,5.09592368302946852054e-12
RANDOM_VALUE,FALSE_NEGATIVE,5.82239811919293970277e-11,7.46192430867154143925e-06,3.73099126632636668432e-06,2,7.46198253265273336865e-06
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,1.84297022087775985710e-14,9.27036225562005711254e-15,2,1.85407245112401142251e-14
RANDOM_VALUE,FALSE_NEGATIVE,3.03697698100791058096e-08,8.96196848065855533605e-07,4.63283308937967319707e-07,2,9.26566617875934639414e-07
RANDOM_VALUE,FALSE_NEGATIVE,3.21062765262780658304e-09,1.54372216321085886648e-06,7.73466395431743336530e-07,2,1.54693279086348667306e-06
RANDOM_VALUE,FALSE_NEGATIVE,1.13242748511765967123e-13,3.13438164312174194492e-12,1.62381219581675395602e-12,2,3.24762439163350791205e-12
RANDOM_VALUE,FALSE_NEGATIVE,1.37128772781380803281e-08,5.11382859058606697999e-06,2.56377073393210253016e-06,2,5.12754146786420506032e-06
RANDOM_VALUE,FALSE_NEGATIVE,8.56925017611587236388e-08,1.63869763092350240186e-07,1.24781132426754481912e-07,2,2.49562264853508963824e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.30834005243707451882e-08,1.72608096038473490808e-07,9.78457482814221179979e-08,2,1.95691496562844235996e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.37445610448594379704e-13,1.29185551145383215044e-12,7.14650560951213265071e-13,2,1.42930112190242653014e-12
RANDOM_VALUE,FALSE_NEGATIVE,4.23976076469045892736e-10,4.28595014367871840477e-07,2.14509495222170443185e-07,2,4.29018990444340886370e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,2.36477504245158343110e-14,1.18793863634891749825e-14,2,2.37587727269783499651e-14
RANDOM_VALUE,FALSE_NEGATIVE,4.22989421267061516119e-10,6.41129336287349360646e-08,3.22679615250009987903e-08,2,6.45359230500019975807e-08
RANDOM_VALUE,FALSE_NEGATIVE,2.66453525910037569702e-15,7.02993219192649121396e-13,3.52828877225874748547e-13,2,7.05657754451749497093e-13
RANDOM_VALUE,FALSE_NEGATIVE,2.55351295663786004297e-15,2.26041407813681871630e-13,1.14297460385159865837e-13,2,2.28594920770319731673e-13
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,2.47579734491409908514e-13,1.23900889548167469911e-13,2,2.47801779096334939823e-13
RANDOM_VALUE,FALSE_NEGATIVE,1.09254155722382506610e-08,3.40934122156077989985e-07,1.75929768864158120323e-07,2,3.51859537728316240646e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.27595720048157090787e-14,2.27595720048157090787e-14,2.27595720048157090787e-14,1,2.27595720048157090787e-14
RANDOM_VALUE,FALSE_NEGATIVE,6.21724893790087662637e-15,6.21724893790087662637e-15,6.21724893790087662637e-15,1,6.21724893790087662637e-15
RANDOM_VALUE,FALSE_NEGATIVE,2.26485497023531934246e-14,2.47690756793872424169e-12,1.24977805882053871755e-12,2,2.49955611764107743511e-12
RANDOM_VALUE,FALSE_NEGATIVE,2.83185048743916922831e-08,4.20745495777197220377e-07,2.24532000325794456330e-07,2,4.49064000651588912660e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.22124532708767219447e-15,3.00870439673417422455e-14,1.56541446472147072200e-14,2,3.13082892944294144399e-14
RANDOM_VALUE,FALSE_NEGATIVE,4.16593093355288601742e-09,1.48778206621180686398e-06,7.45973998572679874997e-07,2,1.49194799714535974999e-06
RANDOM_VALUE,FALSE_NEGATIVE,8.80943684666846138498e-09,3.08430285533844994461e-07,1.58619861190256727923e-07,2,3.17239722380513455846e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.49646961489224850084e-12,2.48909474143133024882e-08,1.24462219419640973683e-08,2,2.48924438839281947367e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.72898617645245167296e-09,9.75757896704010363464e-09,5.74328257174627765380e-09,2,1.14865651434925553076e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.47437617670220788568e-13,1.01100350313743092556e-10,5.06238939657066566724e-11,2,1.01247787931413313345e-10
RANDOM_VALUE,FALSE_NEGATIVE,1.17683640610266593285e-14,1.24011911850629985565e-12,6.25943741283663257491e-13,2,1.25188748256732651498e-12
RANDOM_VALUE,FALSE_NEGATIVE,2.49320295520050194682e-08,6.37029131000943493746e-07,3.30980580276474256607e-07,2,6.61961160552948513214e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,2.66453525910037569702e-15,1.38777878078144567553e-15,2,2.77555756156289135106e-15
RANDOM_VALUE,FALSE_NEGATIVE,5.67323965583454992156e-14,3.49706930080628808355e-11,1.75137127023106131674e-11,2,3.50274254046212263347e-11
RANDOM_VALUE,FALSE_NEGATIVE,5.08793385201045111899e-09,3.36057636163289430442e-07,1.70572785007649940781e-07,2,3.41145570015299881561e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.33226762955018784851e-15,1.33226762955018784851e-15,1.33226762955018784851e-15,1,1.33226762955018784851e-15
RANDOM_VALUE,FALSE_NEGATIVE,2.33243808711591782412e-08,3.10115813029199216544e-07,1.66720096950179197393e-07,2,3.33440193900358394785e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.81527345377574533813e-07,2.14731208780793991764e-06,1.16441971659275722573e-06,2,2.32883943318551445145e-06
RANDOM_VALUE,FALSE_NEGATIVE,1.37343703077164036586e-09,1.90501604491188913926e-08,1.02117987399452658792e-08,2,2.04235974798905317584e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.67899314451602776899e-08,4.30548063312663487068e-07,2.23668997378911882379e-07,2,4.47337994757823764758e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.53210777398271602578e-14,5.58664225991378771141e-13,2.86992651865602965700e-13,2,5.73985303731205931399e-13
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,2.55351295663786004297e-15,1.33226762955018784851e-15,2,2.66453525910037569702e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.22045563211159446837e-07,8.93221555831047453466e-07,5.07633559521103450152e-07,2,1.01526711904220690030e-06
RANDOM_VALUE,FALSE_NEGATIVE,5.07371922253696538974e-14,2.03215222427388653159e-12,1.04144470824962809274e-12,2,2.08288941649925618549e-12
RANDOM_VALUE,FALSE_NEGATIVE,2.44249065417534438893e-15,5.08482145278321695514e-13,2.55462317966248519951e-13,2,5.10924635932497039903e-13
RANDOM_VALUE,FALSE_NEGATIVE,1.08598199211051849034e-07,1.95160880100964106987e-06,1.03010350011034645945e-06,2,2.06020700022069291890e-06
RANDOM_VALUE,FALSE_NEGATIVE,6.16918733875593261473e-08,1.52414992404814597649e-07,1.07053432896186961898e-07,2,2.14106865792373923796e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.07327910395349590544e-09,8.32465625766332095736e-07,4.17269452435142795821e-07,2,8.34538904870285591642e-07
RANDOM_VALUE,FALSE_NEGATIVE,7.77156117237609578297e-16,7.77156117237609578297e-16,7.77156117237609578297e-16,1,7.77156117237609578297e-16
RANDOM_VALUE,FALSE_NEGATIVE,1.79769313486231570815e+308,2.22507385850720138309e-308,,2,
RANDOM_VALUE,FALSE_NEGATIVE,1.19904086659516906366e-14,1.31450406115618534386e-13,7.17204073907851125114e-14,2,1.43440814781570225023e-13
RANDOM_VALUE,FALSE_NEGATIVE,2.33146835171282873489e-15,6.41708908233340480365e-14,3.32511795875234383857e-14,2,6.65023591750468767714e-14
RANDOM_VALUE,FALSE_NEGATIVE,9.53681578153009468224e-14,9.53681578153009468224e-14,9.53681578153009468224e-14,1,9.53681578153009468224e-14
RANDOM_VALUE,FALSE_NEGATIVE,7.74907571443606002504e-08,2.06850313544393316079e-07,1.42170535344376958165e-07,2,2.84341070688753916329e-07
RANDOM_VALUE,FALSE_NEGATIVE,5.39568389967826078646e-14,6.10711481385806109756e-12,3.08053582642742185271e-12,2,6.16107165285484370543e-12
RANDOM_VALUE,FALSE_NEGATIVE,6.00374361336974970982e-09,8.45989746589559388212e-07,4.25996745101464568961e-07,2,8.51993490202929137922e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.55351295663786004297e-15,3.73256980878977628890e-13,1.87905246917807744467e-13,2,3.75810493835615488933e-13
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,1.16573417585641436744e-14,5.88418203051332966425e-15,2,1.17683640610266593285e-14
RANDOM_VALUE,FALSE_NEGATIVE,1.69734946098287764471e-08,2.59384747014479444260e-08,2.14559846556383604366e-08,2,4.29119693112767208731e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.22988133677282007739e-07,1.22988133677282007739e-07,1.22988133677282007739e-07,1,1.22988133677282007739e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,2.22044604925031308085e-16,2.22044604925031308085e-16,1,2.22044604925031308085e-16
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,3.78452824634223361500e-12,1.89237514547357932315e-12,2,3.78475029094715864630e-12
RANDOM_VALUE,FALSE_NEGATIVE,3.38290622181602884666e-08,3.38290622181602884666e-08,3.38290622181602884666e-08,1,3.38290622181602884666e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.14287579400240701943e-09,4.58110584133919473970e-07,2.29626729963960940495e-07,2,4.59253459927921880990e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.55065235599261086463e-09,1.03121079897405820702e-07,5.28358661266992157834e-08,2,1.05671732253398431567e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.07025499573865090497e-13,8.79818440324697803590e-12,4.45260495141042156320e-12,2,8.90520990282084312639e-12
RANDOM_VALUE,FALSE_NEGATIVE,2.34634534024280583253e-12,1.72477876425602971722e-09,8.63562554798136261525e-10,2,1.72712510959627252305e-09
RANDOM_VALUE,FALSE_NEGATIVE,3.03090885722667735536e-14,2.33690844453349200194e-12,1.18360876655287938775e-12,2,2.36721753310575877549e-12
RANDOM_VALUE,FALSE_NEGATIVE,3.21515991608123385959e-09,7.68594627942320585134e-08,4.00373113551566461865e-08,2,8.00746227103132923730e-08
RANDOM_VALUE,FALSE_NEGATIVE,3.17381454451037825493e-10,1.05028060599643424666e-05,5.25156172070939675223e-06,2,1.05031234414187935045e-05
RANDOM_VALUE,FALSE_NEGATIVE,1.99840144432528177276e-15,1.99840144432528177276e-15,1.99840144432528177276e-15,1,1.99840144432528177276e-15
RANDOM_VALUE,FALSE_NEGATIVE,4.80588501217127372911e-08,5.27266737604392687899e-07,2.87662793863052712595e-07,2,5.75325587726105425190e-07
RANDOM_VALUE,FALSE_NEGATIVE,4.03010957938931824174e-13,9.72311120506219594972e-12,5.06306108150056388695e-12,2,1.01261221630011277739e-11
RANDOM_VALUE,FALSE_NEGATIVE,2.52448604243227237021e-08,1.24353631658635777057e-06,6.34390588505340247139e-07,2,1.26878117701068049428e-06
RANDOM_VALUE,FALSE_NEGATIVE,7.22278792331110253144e-09,5.61067008408855372181e-08,3.16647443820983198748e-08,2,6.33294887641966397496e-08
RANDOM_VALUE,FALSE_NEGATIVE,6.33834174035285968785e-09,1.09297863104540482482e-06,5.49658486392878842253e-07,2,1.09931697278575768451e-06
RANDOM_VALUE,FALSE_NEGATIVE,8.09763077702640998723e-08,1.31098468458823447236e-06,6.95980496179249286115e-07,2,1.39196099235849857223e-06
RANDOM_VALUE,FALSE_NEGATIVE,1.26565424807267845608e-14,5.63993296509579522535e-14,3.45279360658423684072e-14,2,6.90558721316847368143e-14
RANDOM_VALUE,FALSE_NEGATIVE,1.70568004165261299931e-11,6.81209932906767789973e-09,3.41457806474210201486e-09,2,6.82915612948420402972e-09
RANDOM_VALUE,FALSE_NEGATIVE,1.07675939275964083208e-08,1.66548250069009640129e-06,8.38125047308846404803e-07,2,1.67625009461769280961e-06
RANDOM_VALUE,FALSE_NEGATIVE,4.08855171940558648203e-11,6.78039846491174102994e-11,5.43447509215866375598e-11,2,1.08689501843173275120e-10
RANDOM_VALUE,FALSE_NEGATIVE,3.01541014380291017005e-11,3.25774136111789403003e-07,1.62902145106613716052e-07,2,3.25804290213227432105e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.43218770176645193715e-14,1.43218770176645193715e-14,1.43218770176645193715e-14,1,1.43218770176645193715e-14
RANDOM_VALUE,FALSE_NEGATIVE,6.08857408934682098334e-12,1.45937104645277315740e-06,7.29688567513431252110e-07,2,1.45937713502686250422e-06
RANDOM_VALUE,FALSE_NEGATIVE,5.10702591327572008595e-15,1.82853732155763282208e-12,9.16822173735454271082e-13,2,1.83364434747090854216e-12
RANDOM_VALUE,FALSE_NEGATIVE,1.87061477419092625496e-12,1.59497304252909088973e-10,8.06839595135500076140e-11,2,1.61367919027100015228e-10
RANDOM_VALUE,FALSE_NEGATIVE,2.09947725871018064936e-10,1.29840070117737127475e-06,6.49305324451621146409e-07,2,1.29861064890324229282e-06
RANDOM_VALUE,FALSE_NEGATIVE,4.90504303840566535655e-11,3.66387670203138782199e-08,1.83439087253489674367e-08,2,3.66878174506979348735e-08
RANDOM_VALUE,FALSE_NEGATIVE,1.59872115546022541821e-14,1.75415237890774733387e-14,1.67643676718398637604e-14,2,3.35287353436797275208e-14
RANDOM_VALUE,FALSE_NEGATIVE,1.79769313486231570815e+308,2.22507385850720138309e-308,,2,
RANDOM_VALUE,FALSE_NEGATIVE,9.99200722162640886381e-16,9.99200722162640886381e-16,9.99200722162640886381e-16,1,9.99200722162640886381e-16
RANDOM_VALUE,FALSE_NEGATIVE,1.57331919714565060531e-07,1.57331919714565060531e-07,1.57331919714565060531e-07,1,1.57331919714565060531e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.54876111935209337389e-13,1.54876111935209337389e-13,1.54876111935209337389e-13,1,1.54876111935209337389e-13
RANDOM_VALUE,FALSE_NEGATIVE,2.18322067091492044710e-08,2.41622216612391582657e-06,1.21902718641653251552e-06,2,2.43805437283306503105e-06
RANDOM_VALUE,FALSE_NEGATIVE,3.10862446895043831319e-15,3.10862446895043831319e-15,3.10862446895043831319e-15,1,3.10862446895043831319e-15
RANDOM_VALUE,FALSE_NEGATIVE,8.88178419700125232339e-16,8.88178419700125232339e-16,8.88178419700125232339e-16,1,8.88178419700125232339e-16
RANDOM_VALUE,FALSE_NEGATIVE,7.54951656745106447488e-15,2.41229258790554013103e-12,1.20992105223649559775e-12,2,2.41984210447299119551e-12
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,4.21884749357559485361e-15,2.22044604925031308085e-15,2,4.44089209850062616169e-15
RANDOM_VALUE,FALSE_NEGATIVE,6.43929354282590793446e-15,6.43929354282590793446e-15,6.43929354282590793446e-15,1,6.43929354282590793446e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,2.22044604925031308085e-16,1.66533453693773481064e-16,2,3.33066907387546962127e-16
RANDOM_VALUE,FALSE_NEGATIVE,2.77555756156289135106e-14,8.23233703428627450194e-11,4.11755629592391869664e-11,2,8.23511259184783739329e-11
RANDOM_VALUE,FALSE_NEGATIVE,2.62123656113999459194e-13,2.70639066712874409859e-12,1.48425716162137177889e-12,2,2.96851432324274355778e-12
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-16,7.77156117237609578297e-16,4.99600361081320443191e-16,2,9.99200722162640886381e-16
RANDOM_VALUE,FALSE_NEGATIVE,1.32928912321972347854e-09,1.45251067240614872844e-06,7.26919980764684225960e-07,2,1.45383996152936845192e-06
RANDOM_VALUE,FALSE_NEGATIVE,1.16778177128296078990e-08,3.22933737084696304009e-07,1.67305777398762955954e-07,2,3.34611554797525911908e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.18140869309613094629e-08,2.04695231875717809089e-08,1.61418050592665451859e-08,2,3.22836101185330903718e-08
RANDOM_VALUE,FALSE_NEGATIVE,7.04118481298365850307e-08,2.24999946674131479085e-07,1.47705897401984032058e-07,2,2.95411794803968064116e-07
RANDOM_VALUE,FALSE_NEGATIVE,3.10862446895043831319e-15,3.10862446895043831319e-15,3.10862446895043831319e-15,1,3.10862446895043831319e-15
RANDOM_VALUE,FALSE_NEGATIVE,4.44089209850062616169e-16,4.44089209850062616169e-16,4.44089209850062616169e-16,1,4.44089209850062616169e-16
RANDOM_VALUE,FALSE_NEGATIVE,1.79769313486231570815e+308,2.22507385850720138309e-308,,2,
RANDOM_VALUE,FALSE_NEGATIVE,6.93841650800663956034e-11,1.20178089701994395000e-10,9.47811273910303953016e-11,2,1.89562254782060790603e-10
RANDOM_VALUE,FALSE_NEGATIVE,1.11022302462515654042e-16,1.33226762955018784851e-15,7.21644966006351751275e-16,2,1.44328993201270350255e-15
RANDOM_VALUE,FALSE_NEGATIVE,3.91362942053774531814e-10,5.43240218142670983070e-07,2.71815790542362378801e-07,2,5.43631581084724757602e-07
RANDOM_VALUE,FALSE_NEGATIVE,8.88178419700125232339e-16,9.51461132103759155143e-14,4.80171458150380203733e-14,2,9.60342916300760407466e-14
RANDOM_VALUE,FALSE_NEGATIVE,1.48769885299770976417e-14,2.80553358322777057765e-13,1.47715173426377077703e-13,2,2.95430346852754155407e-13
RANDOM_VALUE,FALSE_NEGATIVE,2.13161044371190655511e-10,2.57426113758896235595e-09,1.39371109098007650573e-09,2,2.78742218196015301146e-09
RANDOM_VALUE,FALSE_NEGATIVE,1.15343476991824900324e-08,3.89542916590102095142e-07,2.00538632144642292587e-07,2,4.01077264289284585175e-07
RANDOM_VALUE,FALSE_NEGATIVE,1.33226762955018784851e-15,8.51541059887495066505e-14,4.32431868091498472495e-14,2,8.64863736182996944990e-14
RANDOM_VALUE,FALSE_NEGATIVE,1.23968324494683201920e-07,1.85125420770759774314e-07,1.54546872632721488117e-07,2,3.09093745265442976233e-07
RANDOM_VALUE,FALSE_NEGATIVE,2.37609931730276002781e-10,4.71514619571067328252e-08,2.36945359444185044140e-08,2,4.73890718888370088280e-08
RANDOM_VALUE,FALSE_NEGATIVE,4.07198341711989542091e-09,5.10406028553234136780e-09,4.58802185132611839435e-09,2,9.17604370265223678871e-09
RANDOM_VALUE,FALSE_NEGATIVE,5.77315972805081401020e-15,5.77315972805081401020e-15,5.77315972805081401020e-15,1,5.77315972805081401020e-15
RANDOM_VALUE,FALSE_NEGATIVE,1.89848137210901768412e-14,4.19220214098459109664e-13,2.19102513909774643253e-13,2,4.38205027819549286505e-13
RANDOM_VALUE,FALSE_NEGATIVE,5.06598663019275363695e-09,5.06598663019275363695e-09,5.06598663019275363695e-09,1,5.06598663019275363695e-09
RANDOM_VALUE,FALSE_NEGATIVE,2.22044604925031308085e-15,2.22044604925031308085e-15,2.22044604925031308085e-15,1,2.22044604925031308085e-15
RANDOM_VALUE,FALSE_NEGATIVE,3.28664273574474918860e-09,9.36337126056230317772e-07,4.69811884395987533480e-07,2,9.39623768791975066961e-07
