benchmark,error_model,detection_outcome,min_err,max_err,avg_err,relative_sum
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.63815610222492180625e-02,0.5938548471184241,0.3201182040703367,0.6402364081406734
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.08613629620247120755e-03,3.686626927788864,1.8463565320425324,3.6927130640850647
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.21685758674585819961e-02,2.3845789356657736,1.208373755766616,2.416747511533232
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.22272749805674330048e-03,1.2849175247499676,0.6440701261240124,1.2881402522480248
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,89.43556334304705,45.217781671523525,90.43556334304705
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.99097878684304507857e-01,2385.900838682209,1193.0499682804466,2386.099936560893
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.10405708807692803930e-05,0.08270359445566955,0.041367317513275166,0.08273463502655029
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.66201229346588319480e-01,1.0,0.5831006146732942,1.1662012293465884
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.12116886322355746586e-03,2.643790503663144,1.324455836263184,2.648911672526368
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.10367093313473807470e-02,1.0,0.5105183546656737,1.0210367093313475
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.68055918174847818136e-02,0.6893133946945527,0.3680594932560188,0.7361189865120376
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.00739725688700159826e+177,3.5609607779672735e+178,1.930850251827987e+178,3.861700503655974e+178
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.00971333825903641923e-02,1.0,0.5250485666912952,1.0500971333825904
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.53191324376411586172e-03,2.790525569328728,1.3960287412862462,2.7920574825724924
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,3091.9264157106054,1546.4632078553027,3092.9264157106054
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.19173376312534595733e+00,54.63943658928064,27.915585176203,55.831170352406
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.93283277062863730154e+305,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.66789108127242391433e-01,2.2459223450755768,1.3563557266014101,2.7127114532028203
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.67357691231497807550e+162,2.151910905655745e+164,1.0843233373894475e+164,2.168646674778895e+164
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.06168742907529185729e+194,8.67366201155471e+196,4.352139442922731e+196,8.704278885845463e+196
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.26565527216804429855e-03,1.0,0.5016328276360839,1.0032656552721677
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.62152070133124847513e+46,1.1074573874769582e+47,6.848047288050416e+46,1.3696094576100833e+47
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.43228155067032503212e-07,4.0020409330931975e-06,2.2226345440801154e-06,4.445269088160231e-06
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.10893775362062863010e+00,1843.4895554114912,922.2992465825562,1844.5984931651121
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.13956106819035696276e-05,0.005153912655454396,0.0026026541330681496,0.005205308266136299
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.09907598030505902851e+48,6.747843804563697e+49,3.4288757012971015e+49,6.857751402594203e+49
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.06390343486129168582e-04,6.137957640544242,3.0690820154438647,6.138164030887729
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.09292456876397636734e-06,5.0079849102102605e-06,3.5504547394871193e-06,7.100909478974239e-06
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.60598387994110858301e-02,1.0,0.5080299193997057,1.0160598387994113
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.38179992631759684940e-03,1.0,0.5016908999631589,1.0033817999263175
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.92452446066016236159e-03,1.0,0.5024622622303302,1.0049245244606597
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.48774736575641684290e+69,5.4877473657564176e+69,5.4877473657564176e+69,5.4877473657564176e+69
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.11747264008687841041e-01,1.517029774249826,0.8143885191292569,1.6287770382585138
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.33285402324157127546e+289,1.332854023241572e+289,1.332854023241572e+289,1.332854023241572e+289
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.51002731273945069678e+70,3.1594835115418593e+73,1.5814967694272993e+73,3.1629935388545986e+73
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.03529691509395962205e+305,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,7.08684343665220375556e+210,1.0657645890370616e+214,5.332366366903634e+213,1.0664732733807268e+214
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.03032172314450276573e-01,1.1194604371286871,0.6112463047215688,1.2224926094431374
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.55561132782926186516e+32,1.8573882830042677e+34,9.4147219814128e+33,1.88294439628256e+34
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,9.79080165217852707759e+130,4.725682368936963e+133,2.367736585294572e+133,4.735473170589144e+133
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,3177.098697030963,1589.0493485154816,3178.098697030963
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.95820635741354438164e+23,4.276499138584091e+25,2.1630406010791133e+25,4.326081202158227e+25
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.70366821780831934063e-03,4.141373423516908,2.0720385458673585,4.144077091734717
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.02602161597879216315e+158,6.026021615978793e+158,6.026021615978793e+158,6.026021615978793e+158
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.13356735562135588825e+162,1.743677081947285e+165,8.729053246514529e+164,1.7458106493029061e+165
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.36989113626946250242e+175,1.3698911362694629e+175,1.3698911362694629e+175,1.3698911362694629e+175
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.98216612933688551834e-05,0.0023917303161291588,0.001225775988711264,0.002451551977422528
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.04882671337795674305e-01,0.3048826713377957,0.3048826713377957,0.3048826713377957
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,8.32089758847143201592e-03,0.04489010527523329,0.026605501431852367,0.05321100286370473
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.95461932136831502627e+76,3.614281877108697e+80,1.8074386695204174e+80,3.614877339040835e+80
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.16530427026747016931e+59,5.107937722599188e+61,2.574795382650932e+61,5.149590765301864e+61
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.39678939170551075222e-05,0.008278815694187982,0.0041463917940525175,0.008292783588105037
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.38606482406945914905e+80,2.386064824069459e+80,2.386064824069459e+80,2.386064824069459e+80
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.20182057823390531226e-01,1.4935493470402397,0.8068657024318151,1.6137314048636302
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.43445196607214664475e-01,3.209625258942564,1.6765352277748893,3.3530704555497786
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.79454792090550085959e-07,6.333694652083112e-07,5.564121286494306e-07,1.1128242572988611e-06
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.53996114714658682843e-01,0.3167945794701857,0.2353953470924222,0.4707906941848444
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.51672748074226700000e+15,3.38952928103649e+17,1.7273482779219568e+17,3.4546965558439136e+17
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.25453393673635771322e+00,36.11007193235021,18.682302934543284,37.36460586908657
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,9.38421112373077903612e-07,1.3246250876508546e-05,7.092335994440811e-06,1.4184671988881622e-05
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.51489478408403042932e+175,1.5148947840840308e+175,1.5148947840840308e+175,1.5148947840840308e+175
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.38303805243340738329e-01,563.3310935532168,281.73469867923006,563.4693973584601
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00227947904031333692e-01,116.01480470683384,58.05751632736894,116.11503265473789
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.60328665852216545318e-07,9.976572524772465e-07,7.289929591647315e-07,1.457985918329463e-06
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.76412766986017466309e-01,11.180676441949242,5.72854460446763,11.457089208935258
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.77539253741554503563e-03,2.5444971756433783,1.2741362840903967,2.5482725681807934
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.00849608592868200674e-03,3.899084574219206,1.952046535152568,3.904093070305136
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,61.96976494791107,31.484882473955533,62.96976494791107
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.18639950261012018144e+146,4.6371919923936754e+148,2.334527993709888e+148,4.669055987419776e+148
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,2954.6973940038147,1477.8486970019073,2955.6973940038147
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.82269595140266749134e-01,210.5093266064689,105.3457981008046,210.6915962016092
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,1.0,1.0,1.0
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.38322866780360698158e-07,1.3994510480452863e-05,7.216416673616611e-06,1.4432833347233219e-05
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.80337385768947200404e-06,6.656150559480878e-05,3.418243972624912e-05,6.836487945249824e-05
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.53520969777268057044e-02,1.0,0.5276760484888633,1.0553520969777266
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.14701594378428699952e+164,2.014367939766322e+165,1.0645347670723754e+165,2.129069534144751e+165
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.95056798909822661525e+57,5.950567989098226e+57,5.950567989098226e+57,5.950567989098226e+57
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.60837062815833320428e-06,1.3603269380713101e-05,1.0105820004435715e-05,2.0211640008871434e-05
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.96005029243277678219e+163,2.9878263885669565e+165,1.5037134457456427e+165,3.0074268914912854e+165
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,9.30598220896392987333e+82,2.436710004648637e+83,1.683654112772515e+83,3.36730822554503e+83
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.22748403817449891484e-01,2.7702499953492485,1.4464991995833492,2.8929983991666983
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.44253227099930825261e-02,4.568350648498772,2.2913879856043824,4.582775971208765
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.21215498159780254994e-01,6.24113045142636,3.2311729747930698,6.46234594958614
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.23474257820243416006e+00,28.83045640518394,15.03259949169319,30.06519898338638
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.68322335988158222619e-04,0.4586417677823485,0.2295050450591683,0.4590100901183366
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.42483884266007533796e+129,8.408921176299912e+130,4.27570253028296e+130,8.551405060565919e+130
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.07896793353864183667e+223,9.39544299606381e+224,4.751669894708837e+224,9.503339789417674e+224
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.24464874404311043321e-02,1.4147167955556648,0.7235816414980479,1.4471632829960959
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.99565501110063614476e-01,1.5044079692558971,0.95198673518298,1.90397347036596
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,9.00966052449455684267e+305,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.19010238471741169874e-01,4.597827159650566,2.4084186990611536,4.816837398122307
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.23531061746451342742e-06,1.0,0.5000006176553087,1.0000012353106174
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.63921146686981367341e+158,1.2997767435005942e+161,6.50707977483732e+160,1.301415954967464e+161
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.45812271514935698491e-01,15.360793673711779,7.753302972613357,15.506605945226717
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.04994252390178577594e+240,7.93691977286437e+240,4.4934311483830796e+240,8.986862296766159e+240
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,8.913440731877454,4.956720365938727,9.913440731877454
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.85040020356830758885e-02,2.9531767080252345,1.5108403550304585,3.021680710060917
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.32359989217286067031e-01,0.9318913625364152,0.5821256758768506,1.1642513517537012
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.92674433854332094123e+213,3.469125007024009e+215,1.7441962252047214e+215,3.488392450409443e+215
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.70873060144127908444e-03,0.4585367681218979,0.23112274936166954,0.4622454987233391
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,9.46663416877645157503e+161,2.411482712397475e+165,1.2062146879071762e+165,2.412429375814353e+165
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.09673632166690127043e-01,15.065972796672016,7.587823214419352,15.175646428838704
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,4068.727411447788,2034.863705723894,4069.727411447788
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.04524446653725776656e+64,1.1960277390219476e+66,6.0824009184366e+65,1.21648018368732e+66
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.73944500658387934955e-01,0.34867147156145534,0.3113079861099217,0.6226159722198434
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,18.88054370891676,9.940271854458379,19.88054370891676
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.09247194251273569421e+01,115.98579790760208,88.4552586663647,176.9105173327294
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,9.99369284284755021730e-01,81.55591346157549,41.27764137293013,82.55528274586025
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.73520837190032262143e-02,1.0,0.5186760418595016,1.0373520837190031
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.98430488263730353538e-02,1.0,0.5299215244131865,1.059843048826373
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.21898151512045416212e-03,3.967040952032956,1.9841299667740389,3.9682599335480777
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.28808456461614428967e-01,1.0,0.5644042282308074,1.128808456461614
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.04204156552434490379e+00,334317.0710865912,167159.05656407835,334318.1131281567
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.55620671385026110300e-03,0.063522505131664,0.03253935592275714,0.06507871184551428
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,5.78223374231634501541e-04,1.0002019533473523,0.500390088360792,1.000780176721584
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,7746.164463700929,3873.5822318504647,7747.164463700929
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.50281741901595837456e+228,4.5028174190159604e+228,4.5028174190159604e+228,4.5028174190159604e+228
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.39466265826115742854e-01,2.803675438291488,1.521570852058802,3.043141704117604
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.40357138755051513712e+00,2.685370448375713,2.0444709179631135,4.088941835926228
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.54257855439177404833e-03,1.0,0.5022712892771959,1.0045425785543918
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.72900254122421159764e-04,0.10901785403697385,0.05459537714554812,0.10919075429109625
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.06409856395694597448e+259,1.0640985639569465e+259,1.0640985639569465e+259,1.0640985639569465e+259
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.73136797970180562025e+92,2.925701311474133e+94,1.476507495635576e+94,2.953014991271152e+94
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.70265316728124460610e-05,8.582095155396098e-05,6.14237416133867e-05,0.0001228474832267734
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.75556776870140929248e-02,1.626459322515983,0.8470075001014986,1.6940150002029972
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.77055233024672510285e+299,3.6488637272627146e+300,1.912959480143693e+300,3.825918960287386e+300
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.41335540307455209685e-01,0.1413355403074552,0.1413355403074552,0.1413355403074552
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00000000000000000000e+00,25.062009309512018,13.031004654756009,26.062009309512018
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.31884217437018436136e+00,53.01414468103712,27.16649342770365,54.3329868554073
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.00123844840229736519e-02,1.0,0.5050061922420114,1.0100123844840225
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.68429226301400526404e+175,7.75469884808139e+175,4.7194955555477e+175,9.4389911110954e+175
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.33001333457727355380e-06,1.1020590946708707e-05,6.1753021406429926e-06,1.235060428128598e-05
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.07093327186415732122e-01,5.132581100822216,2.619837214004317,5.239674428008634
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.26939822065439607551e+93,8.090697998646347e+94,4.208818910355895e+94,8.41763782071179e+94
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.24096069763891938290e+203,5.248742436790274e+205,2.630576021883331e+205,5.261152043766662e+205
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.67652285433840475548e-01,148.50370905809947,74.58568067176664,149.17136134353328
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.20803522867526647033e-02,3.284837281446367,1.66345881686656,3.32691763373312
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.12110990061307091992e-02,1.0,0.5056055495030654,1.011211099006131
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.61964253178703643243e-07,1.4563070953155231e-05,7.412517603166968e-06,1.4825035206333936e-05
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.34307232267071653907e+170,1.7635559139016517e+174,8.818451105669596e+173,1.7636902211339192e+174
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.15791165181008670615e-02,1.7530463589985914,0.897312737758346,1.794625475516692
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.23821328462092861145e-03,1.0,0.5021191066423104,1.0042382132846208
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.73586281982970988728e+96,6.733210960304338e+97,3.703398621143654e+97,7.406797242287311e+97
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.48161036999683304316e-03,0.006253140256848201,0.0038673753134225147,0.007734750626845029
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.92770227826244956322e+113,2.3105485625516326e+114,1.4016593951889386e+114,2.803318790377877e+114
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,2.08733468371887545982e+114,2.0873346837188763e+114,2.0873346837188763e+114,2.0873346837188763e+114
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.05586758104099203004e+229,4.055867581040994e+229,4.055867581040994e+229,4.055867581040994e+229
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,4.41663272142678309251e-05,0.23529692407004904,0.1176705451986317,0.2353410903972634
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.90249554129340303632e-03,1.0,0.5009512477706468,1.0019024955412936
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,8.22205192290155206791e-02,3.260618494196465,1.6714195067127402,3.3428390134254804
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,6.00971600048261223037e-03,1.5607871705795366,0.7833984432900096,1.5667968865800193
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.79769313486231570815e+308,,,
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.41477888620489444804e-04,1.0,0.5001707389443101,1.0003414778886206
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,3.47451194088854720121e-04,0.5450379994132127,0.27269272530365074,0.5453854506073015
blackScholes,RANDOM_VALUE,TRUE_POSITIVE,1.08625672168332769860e+122,1.8094415735755558e+124,9.101520703961945e+123,1.820304140792389e+124
